,team_id,name,rating,wins,losses,last_match_time,tag,name2
1366634,1366634,For.My.Dream,984.799,0,1,1403093914,FMD,_
2098192,2098192,Paradox Gaming,984.798,0,1,1467998287,Paradox,_
3210601,3210601,NeMeSiS,984.798,0,1,1476107837,Nsis,_
320121,320121,Novata Koza,984.797,1,2,1392064865,Koza,_
7204468,7204468,R7,984.797,1,2,1564147955,R7,_
7268892,7268892,YounG Phenomena,984.794,3,4,1564594109,YP,_
7684392,7684392,UnderGods,984.789,0,1,1581074000,_,_
2605031,2605031,BLACK STEEL,984.784,0,1,1467460929,[BS],_
3417702,3417702,MILF LOVERS,984.783,0,1,1560793647,ML,_
4149803,4149803,CAT[CHOOP],984.779,1,2,1492006008,CP,_
389215,389215,Counter Logic Gaming NA,984.77,0,1,1378061292,CLG,_
1745119,1745119,Fearless Gaming,984.77,0,1,1555792472,FG,_
2143996,2143996,No Force Staffs,984.77,0,1,1539441450,NfS,_
2231969,2231969,Team ExA,984.77,0,1,1449753583,ExA,_
2263762,2263762,FairPlay Gaming.TB,984.77,0,1,1428426610,FP,_
2554730,2554730,THE SENTINEL,984.77,0,1,1526388504,SENTINEL,_
2570843,2570843,Clan Oropeza,984.77,0,1,1445194501,C.o <3,_
2592325,2592325,FR13ND Ethusiasm,984.77,0,1,1449922622,FR13,_
2761257,2761257,UnderTake,984.77,0,1,1462621211,[U-T],_
2902802,2902802,Freaks,984.77,0,1,1467904420,_,_
2917200,2917200,Seven Gaming,984.77,0,1,1472472066,G7,_
3326977,3326977,Av.impact,984.77,0,1,1538328997,Av.impact,_
3625645,3625645,Bunga Melati,984.77,0,1,1480818972,BMG,_
4482266,4482266,qweqwr,984.77,0,1,1513069161,_,_
5053202,5053202,FUG,984.77,0,1,1568466651,FUG,_
6683889,6683889,5Pigs,984.77,1,2,1547907592,5Pigs,_
2352856,2352856,Nikolay ishet Podrugu,984.7689999999999,0,1,1564155414,NiP,_
2524482,2524482,GEMBEL GAMING,984.7689999999999,0,1,1473515512,GG,_
3337143,3337143,INFINITY,984.7689999999999,1,2,1481892218,INF-X,_
7034779,7034779,GravityGaming,984.768,0,1,1567182559,GG,_
1890048,1890048,Stinger Gaming Dota 2,984.7669999999999,0,1,1416507357,Stinger,_
2042982,2042982,Vigilent Gaming,984.7669999999999,1,2,1432316864,vGame,_
6349756,6349756,instagram.com/baldezzzh1337,984.7669999999999,0,1,1574267441,1337,_
1896486,1896486,noooooooooooobs,984.7660000000001,0,1,1471446805,nooobsss,_
7556608,7556608,Team Vova,984.7660000000001,1,2,1575214167,_,_
3726767,3726767,FIRE SKILL,984.762,3,4,1491441614,FS,_
2921347,2921347,Team END,984.7610000000001,1,2,1475931212,END,_
2328593,2328593,Karnage eSports.org,984.7560000000001,0,1,1435341963,KRN,_
4189965,4189965,Beware.MCSFi,984.7539999999999,0,1,1493820992,Beware,_
1809199,1809199,Alpha-eSports,984.75,0,1,1432227371,ALPHA,_
4274839,4274839,Team Akatsuki,984.75,0,1,1498568042,AKTS,_
4121951,4121951,BUG 100000,984.748,0,1,1567339626,MARAT,_
2380437,2380437,LosChuchasEnPijamas,984.7439999999999,0,1,1433613196,LcP,_
2713678,2713678,Disaster in DotA 2,984.7439999999999,0,1,1476286677,DD2,_
2048731,2048731,Auroth,984.7410000000001,0,1,1473509284,Auroth,_
1896498,1896498,Oucb-Gaming,984.74,0,1,1427803650,Oucb,_
4920199,4920199,Royal Youth,984.74,1,2,1573904019,  RYL,_
1978511,1978511,chinese hope,984.7389999999999,0,1,1418813837,DXG,_
3550868,3550868,ALICIZATION,984.7389999999999,0,1,1481375828,ALICE,_
7391438,7391438,WHITELOTUS,984.738,1,2,1568464139,WL,_
219459,219459,TEAM T4,984.7360000000001,0,1,1416134517,T4,_
510096,510096,Your Hot Baby Sitters,984.7360000000001,0,1,1371966499,YHBS,_
549380,549380,DoST,984.7360000000001,0,1,1407858071,DotoStak,_
646916,646916,RReact,984.7360000000001,0,1,1423588736,React,_
783303,783303,FGods,984.7360000000001,0,1,1427798397,FG`,_
843832,843832,NamingGaming,984.7360000000001,0,1,1427799911,NG,_
858905,858905,M2h,984.7360000000001,0,1,1377946135,M2h,_
971405,971405,ComeGetOwned,984.7360000000001,0,1,1467997165,CGO,_
985629,985629,Bicycle Machine,984.7360000000001,0,1,1386424520,BM,_
1007640,1007640,Big world,984.7360000000001,0,1,1409310701,BG,_
1059544,1059544,BeerAndBears,984.7360000000001,0,1,1396118935,B&B,_
1081236,1081236,Zhong.Cn,984.7360000000001,0,1,1427893526,Zhong.Cn,_
1129468,1129468,xGame Dota,984.7360000000001,0,1,1425580799,xGame,_
1157399,1157399,Finding HJORT,984.7360000000001,0,1,1393874351,RAWR,_
1182889,1182889,CheeToz,984.7360000000001,0,1,1478978980,ChTz,_
1188527,1188527,Awakening`,984.7360000000001,0,1,1408110517,Awake`,_
1248727,1248727,Letajici rajce,984.7360000000001,0,1,1493827881,lR,_
1255190,1255190,the boyss,984.7360000000001,0,1,1390063333,tb,_
1289342,1289342,Defiance.9,984.7360000000001,0,1,1436491434,D9.,_
1293646,1293646,NAV8EGDA,984.7360000000001,0,1,1396119701,N8,_
1361529,1361529,GameOn..,984.7360000000001,0,1,1396123737,GO,_
1363934,1363934,Xinfanyang,984.7360000000001,0,1,1408968969,XFY,_
1377977,1377977,FULLBOBAL,984.7360000000001,0,1,1501241309,BANGRA,_
1409364,1409364,NoDolce&Gabbana,984.7360000000001,0,1,1408018572,NoDG,_
1457951,1457951,BlaueRakete,984.7360000000001,0,1,1401214414,BR,_
1608787,1608787,it's a numbers game,984.7360000000001,0,1,1408014610,#,_
1614882,1614882,Para Wayang,984.7360000000001,0,1,1421492770,PWay,_
1635351,1635351,Smart13,984.7360000000001,0,1,1408018681,SX3,_
1637037,1637037,VOLCANIA GAMINGG,984.7360000000001,0,1,1401667525,VOLCANIA,_
1658058,1658058,Dream it do it,984.7360000000001,0,1,1403096628,Didi,_
1729856,1729856,Hit N Run Gaming,984.7360000000001,0,1,1408175518,TP.Arv,_
1749803,1749803,Final Destination.,984.7360000000001,0,1,1409055373,F.D,_
1795129,1795129,Team Saints Devils,984.7360000000001,0,1,1422634994,-SD-,_
1839010,1839010,Team Fusion Gaming,984.7360000000001,0,1,1416064724,FG,_
1856707,1856707,All Star**,984.7360000000001,0,1,1410882252,AllStars,_
1858486,1858486,Original GamerS$s,984.7360000000001,1,2,1410617363,oG,_
1882693,1882693,womenshiyu,984.7360000000001,0,1,1419159839,wmsy,_
1936511,1936511,Max Cobra super Push,984.7360000000001,0,1,1423420705,MCsP,_
1953856,1953856,F.uck Me,984.7360000000001,0,1,1418986696,Fm_,_
1966167,1966167,Made_by_Jesus,984.7360000000001,0,1,1422636651,MbJ,_
1972379,1972379,LaoJinGaming,984.7360000000001,0,1,1427888442,LJG,_
1978305,1978305,TeamRussianUnity,984.7360000000001,0,1,1427732815,T.R.U.,_
1989066,1989066,Get Shrekted,984.7360000000001,0,1,1419587518,GS,_
1993332,1993332,PuDongOldboy,984.7360000000001,0,1,1418993938,PDOB,_
2022952,2022952,choppie,984.7360000000001,0,1,1417286290,choppie,_
2055081,2055081,LaoChiHan,984.7360000000001,0,1,1418991175,LCH,_
2197586,2197586,ICE MASTERS,984.7360000000001,0,1,1574273611,IM,_
2206944,2206944,Mother Boom,984.7360000000001,0,1,1427718658,MB,_
2219924,2219924,CrYsTAL Gaming...,984.7360000000001,0,1,1466860114,-CG-,_
2225858,2225858,Allstars.kz,984.7360000000001,0,1,1553350203,ALLS,_
2235495,2235495,Team yes.cn,984.7360000000001,0,1,1427808509,Yes,_
2236401,2236401,Haggu Chand Players,984.7360000000001,0,1,1467986750,HcP,_
2250434,2250434,Say Me Nya,984.7360000000001,0,1,1430501268,SMN,_
2270738,2270738,Umaru-chan Fans,984.7360000000001,0,1,1430536330,Umaru<3,_
2295178,2295178,GantengGantengSquidward,984.7360000000001,0,1,1446206415,GGS,_
2309080,2309080,Dentistry UB,984.7360000000001,0,1,1455890633,_,_
2314139,2314139,Trones.Gaming,984.7360000000001,0,1,1482052617,TG,_
2403940,2403940,4 Creeps and Ranged,984.7360000000001,0,1,1468079879,4C@R,_
2469050,2469050,Team Blackshift,984.7360000000001,0,1,1473507279,Blackshift,_
2580420,2580420,Team.Senpai,984.7360000000001,0,1,1468075452,Senpai,_
2627877,2627877,Elista08,984.7360000000001,0,1,1510439274,08,_
2635296,2635296,YapChokPhang,984.7360000000001,0,1,1460867054,APU.YCP,_
2646168,2646168,WarCoeg,984.7360000000001,0,1,1451048935,CG,_
2651694,2651694,Mystic Glory,984.7360000000001,0,1,1472309094,MG,_
2655645,2655645,Siap Kalah,984.7360000000001,0,1,1451057247,SK,_
2677516,2677516,willy,984.7360000000001,0,1,1455979619,382,_
2687915,2687915,all street chain hoop ballerz,984.7360000000001,0,1,1457808596,ASCHB,_
2692980,2692980,Mystify Gaming,984.7360000000001,0,1,1472285131,Mystify,_
2715326,2715326,Mbeledos_Gaming,984.7360000000001,0,1,1488089610,Panduk,_
2717934,2717934,OldCodeX,984.7360000000001,0,1,1455982281,OCX,_
2718888,2718888,Vadyan Sysoev+4,984.7360000000001,0,1,1467462065,Sysa+4,_
2757607,2757607,Team Rising Starz,984.7360000000001,0,1,1468586709,RS,_
2770749,2770749,Knives Gaming,984.7360000000001,0,1,1457805390,KG G2A,_
2789477,2789477,VIrus Pro,984.7360000000001,0,1,1566660213,VP,_
2810768,2810768,IndestructibleDOTA,984.7360000000001,0,1,1462628455,INDST,_
2823931,2823931,Xp0ison,984.7360000000001,0,1,1468072679,XPO,_
2835006,2835006,Digital.Alliance,984.7360000000001,0,1,1547311489,DIGI,_
2858024,2858024,Team Skyfire v2,984.7360000000001,0,1,1464257825,Skyfire,_
2895170,2895170,Flawless Legends,984.7360000000001,0,1,1466607107,FL,_
2895840,2895840,_,984.7360000000001,0,1,1468249173,ROYAL,_
2903559,2903559,Troll gaming,984.7360000000001,0,1,1467033911,AsTRa,_
2905880,2905880,Yeswecan!,984.7360000000001,0,1,1469280326,YWC,_
2908251,2908251,Mahameru   ,984.7360000000001,0,1,1466774289,_,_
2913393,2913393,DoOrDie,984.7360000000001,0,1,1467989446,DoD,_
2922845,2922845,Heights of Innocence,984.7360000000001,0,1,1467805546,Innocent,_
2923621,2923621,Palihmana Gaming,984.7360000000001,0,1,1473511338,PMG,_
2931279,2931279,Friendship,984.7360000000001,0,1,1468688406,Friends,_
3016098,3016098,Agg tmr 1,984.7360000000001,0,1,1479600411,AT1,_
3095342,3095342,Uchiha,984.7360000000001,0,1,1499265353,Uchiha,_
3096524,3096524,NOT DETECTED,984.7360000000001,0,1,1490270876,_,_
3263712,3263712,FRY.net,984.7360000000001,0,1,1472216187,FRY.-,_
3319964,3319964,NASI CAMPUR88,984.7360000000001,0,1,1473505847,NC88,_
3326357,3326357,Wreacks,984.7360000000001,0,1,1473507060,WRC,_
3330789,3330789,_,984.7360000000001,0,1,1485083905,_,_
3347214,3347214,CLASSIC ,984.7360000000001,0,1,1475930855,CLASSIC,_
3352508,3352508,POUNCE_V_OKNO,984.7360000000001,0,1,1571692072,PNCE,_
3357485,3357485,Owl,984.7360000000001,0,1,1490425227,Owl,_
3480835,3480835,Dream Team,984.7360000000001,0,1,1478351568,_,_
3515585,3515585,Ganesha Team,984.7360000000001,0,1,1568379594,GT,_
3547650,3547650,We Are Handsome,984.7360000000001,0,1,1479649436,WAH,_
3636997,3636997,Good Gaming,984.7360000000001,0,1,1480818976,GG,_
3687271,3687271,D' Djafu,984.7360000000001,0,1,1571491176,AGS,_
3689427,3689427,Deum Invictum,984.7360000000001,0,1,1489255038,DeiM,_
3695713,3695713,FEXONOMICON,984.7360000000001,0,1,1481979334,FXC,_
3732786,3732786,MEET YOUR MASTER,984.7360000000001,0,1,1485087432,MYM,_
3746672,3746672,Waifu Material,984.7360000000001,0,1,1485265599,WIBU,_
3756449,3756449,_,984.7360000000001,0,1,1488000213,_,_
3786114,3786114,Embe n friends,984.7360000000001,0,1,1486122329,ENF,_
3891831,3891831,Blue Whales,984.7360000000001,0,1,1488736254,BW,_
4258137,4258137,MANAS,984.7360000000001,0,1,1556375013,MS,_
4291240,4291240,GEGEROH  TEAM,984.7360000000001,0,1,1550841412,GGRH,_
4653794,4653794,Tem Mystick,984.7360000000001,0,1,1501843736,Mystick,_
4762093,4762093,GG gamers,984.7360000000001,0,1,1499161998,GG Gamers,_
4999008,4999008,24_10,984.7360000000001,0,1,1553348686,24_10,_
5039673,5039673,OG,984.7360000000001,0,1,1561123716,OG,_
5047662,5047662,Kingsurf,984.7360000000001,0,1,1508874131,Ks,_
5100414,5100414,Salty Gaming,984.7360000000001,0,1,1509377087,SG,_
5101460,5101460,Volta7,984.7360000000001,0,1,1521009500,V7,_
5181905,5181905,Authentic Pink,984.7360000000001,0,1,1541861621,A.Pink,_
5193971,5193971,KONTOL GAMING,984.7360000000001,0,1,1538838219,Liquid,_
5200075,5200075,LastGame®,984.7360000000001,0,1,1547822621,LR,_
5208931,5208931,Team TM,984.7360000000001,0,1,1551457817,TM,_
5257880,5257880,ANIME GANG,984.7360000000001,1,2,1552827208,AG,_
5405057,5405057,Team Solidus,984.7360000000001,0,1,1522088303,Tées,_
5427946,5427946,Sky blue,984.7360000000001,0,1,1581113008,SkyB,_
5590157,5590157,GUMN #38,984.7360000000001,0,1,1584881657,38onelove,_
5639847,5639847,Ozen,984.7360000000001,0,1,1529745240,_,_
5724358,5724358,Akagami Gank,984.7360000000001,0,1,1542979969,AKAGAMI,_
5805340,5805340,AntiPass,984.7360000000001,0,1,1573901643,AnP,_
5806122,5806122,Retro Faternity,984.7360000000001,0,1,1541583962,_,_
5895656,5895656,syndLUL,984.7360000000001,0,1,1574975668,syndLUL,_
5922696,5922696,Rijal Slayer,984.7360000000001,0,1,1543591090,RijalS,_
5922724,5922724,Agility Goose,984.7360000000001,0,1,1581090561,AG,_
6039806,6039806,Flight into Space,984.7360000000001,0,1,1569769081,FIS.,_
6122935,6122935,WOG,984.7360000000001,0,1,1550242862,wog,_
6222389,6222389,State of Mind,984.7360000000001,0,1,1548598157,SoM,_
6241004,6241004,APELSIN,984.7360000000001,0,1,1538832521,AP,_
6297882,6297882,_,984.7360000000001,0,1,1553346713,_,_
6351840,6351840,KOCHEVNIKI,984.7360000000001,0,1,1553349286,NOMADx,_
6407411,6407411,Fablers,984.7360000000001,0,1,1552751825,FS,_
6436530,6436530,Keysight Gamers!!,984.7360000000001,0,1,1541670175,FTM,_
6438906,6438906,team murgi,984.7360000000001,0,1,1541839921,team murgi,_
6489280,6489280,WikWik,984.7360000000001,0,1,1543232482,WkWk,_
6567170,6567170,Operation,984.7360000000001,0,1,1550841256,Opera,_
6594293,6594293,Brave Fighter's,984.7360000000001,0,1,1574273677,Bra'Fi,_
6634338,6634338,Salazar,984.7360000000001,0,1,1550843305,SA,_
6635223,6635223,Nek1ch+4,984.7360000000001,0,1,1546459877,XYI,_
6685991,6685991,CERBERUS,984.7360000000001,0,1,1547820864,CERBERUS,_
6686101,6686101,Future V,984.7360000000001,0,1,1547822473,ftrv,_
6763861,6763861,EQUILIBRIUM GAMING,984.7360000000001,0,1,1549633718,EQG.,_
6818681,6818681,Identity Disorder,984.7360000000001,0,1,1553090525,ID,_
6849603,6849603,Unknown Family,984.7360000000001,0,1,1552072133,UNFA,_
6850317,6850317,BEREKET,984.7360000000001,0,1,1551456727,B.K,_
6902182,6902182,No MARS,984.7360000000001,0,1,1553345835,NM,_
6905799,6905799,_,984.7360000000001,0,1,1553348719,REX-FANG,_
6981692,6981692,Fiction,984.7360000000001,0,1,1554384720,Fiction,_
7009711,7009711,KILOKRIT,984.7360000000001,0,1,1573994883,KKit,_
7081227,7081227,Ltb,984.7360000000001,0,1,1556890699,_,_
7087382,7087382,Dota Familia Semarang,984.7360000000001,0,1,1556975791,DFS,_
7101190,7101190,_,984.7360000000001,0,1,1567179421,_,_
7126640,7126640,Chosenone-Castle,984.7360000000001,0,1,1558191823,CG,_
7169811,7169811,AG,984.7360000000001,0,1,1560084117,AG,_
7204923,7204923,PANDAWA,984.7360000000001,0,1,1561127414,_,_
7280876,7280876,PingWins,984.7360000000001,0,1,1563715703,PW,_
7344033,7344033,OwlsTheFear,984.7360000000001,0,1,1574272505,Owl,_
7344661,7344661,Fery The Donkey,984.7360000000001,0,1,1566566703,FeryTDonky,_
7360480,7360480,IQ Gaming ,984.7360000000001,0,1,1567949007,IQ,_
7371674,7371674,F5,984.7360000000001,0,1,1581091176,F5,_
7371923,7371923,Garut Pride,984.7360000000001,0,1,1567357818,GP,_
7374094,7374094,UAH-Team,984.7360000000001,0,1,1569762496,UAH,_
7389952,7389952,Yangon Galacticos,984.7360000000001,0,1,1569136286,YG,_
7395845,7395845,Opang Gaming,984.7360000000001,0,1,1568467890,OG,_
7405684,7405684,Lucky Team,984.7360000000001,0,1,1581091135,LT,_
7423183,7423183,vormachine,984.7360000000001,0,1,1576413429,vor,_
7423910,7423910,Blinks,984.7360000000001,0,1,1569594093,Blinks,_
7467217,7467217,ASCARDIA,984.7360000000001,0,1,1570972829,.ARC,_
7467998,7467998,GIno.Gaming,984.7360000000001,0,1,1574273142,[G.G.],_
7470090,7470090,Justin Squad ,984.7360000000001,0,1,1571404630,JSd,_
7540729,7540729,feelwind,984.7360000000001,0,1,1574969178,fl,_
7652703,7652703,xzczcz,984.7360000000001,0,1,1581274401,;,_
7668985,7668985,Preventers,984.7360000000001,0,1,1581092635,_,_
7682041,7682041,Sorus Gaming,984.7360000000001,0,1,1581091765,SG,_
7682056,7682056,MaJesTiC,984.7360000000001,0,1,1581628966,MaJesTic,_
7683236,7683236,team priceless,984.7360000000001,0,1,1581091127,prss,_
7684327,7684327,OK BOSS!,984.7360000000001,0,1,1581116613,BOSS!,_
7684582,7684582,PHB CLUB,984.7360000000001,0,1,1581090705,РНБ,_
7684884,7684884,Hyped,984.7360000000001,0,1,1581113386,Hyped,_
7684937,7684937,Fighting Feeders,984.7360000000001,0,1,1581120465,FF,_
7684984,7684984,Union Gaming,984.7360000000001,0,1,1581112335,UG,_
7685097,7685097,Redpilled Retards,984.7360000000001,0,1,1581117315,RR,_
7700258,7700258,iranian gaming,984.7360000000001,0,1,1581608395,_,_
7833431,7833431,Kukoldicki,984.7360000000001,0,1,1586015210,KD,_
590686,590686,Play5 Multigaming,984.735,0,1,1381177513,Play5,_
1458490,1458490,Neighborhoods,984.735,1,2,1403056822,Hoods,_
1755603,1755603,Forbidden Assassins,984.735,0,1,1427803607,FA,_
1902521,1902521,The Return Blast,984.735,0,1,1586013022,TRB,_
7470074,7470074,TEAM Pilar,984.735,1,2,1571487599,MP,_
7626871,7626871,Stella Esports,984.735,0,1,1580841744,Stella,_
2576986,2576986,Victory.Salad,984.7330000000001,0,1,1449897960,VTS,_
2843660,2843660,Magnator gaming,984.7330000000001,0,1,1468154352,MG,_
2621117,2621117,Phantom E-Sport,984.732,1,2,1487401511,Phantom,_
6488142,6488142,KIMI FANS CLUB,984.7310000000001,0,1,1556976053,KFC,_
1184887,1184887,Raise My Rage,984.73,2,3,1403482832,RMR,_
1358505,1358505,PMSAsterisk*,984.7280000000001,0,1,1428225005,*PMS,_
2278626,2278626,gagus team,984.7189999999999,0,1,1430733392,GT,_
6354355,6354355,Tangina Gaming,984.716,0,1,1567373018,TangInaMo,_
155765,155765,Swageinteiger BR,984.715,0,2,1381965817,Keyd.,_
2223687,2223687,StrawHatZ,984.709,0,1,1539438775,``STZ~,_
7540633,7540633,steve who is ,984.709,0,1,1573999145,stivhuis,_
3414813,3414813,_,984.707,0,1,1553429836,_,_
3726512,3726512,SliverName,984.706,0,1,1574272751,SN,_
4962637,4962637,SideTotalPassion,984.705,1,2,1547910968,SToPs,_
6821963,6821963,ZHESTKAYA,984.704,1,2,1550924695,Dulurna,_
2929173,2929173,VG,984.703,0,1,1468247546,_,_
6792980,6792980,God Level,984.703,1,2,1583005327,God.L,_
479075,479075,Thisisthepartwherepeoplescream,984.702,1,2,1386597816,Sexist,_
692683,692683,S E F,984.702,0,1,1459010873,SEF,_
2629758,2629758,Bol'nye Ublyudki,984.702,1,2,1512509019,BU,_
2739170,2739170,NA STARY KOLENA,984.702,0,1,1473104104,OLD,_
2888534,2888534,No Sound Gaming,984.702,0,1,1467978478,NSd#,_
2916720,2916720,Revolution,984.702,0,1,1467987771,_,_
2968181,2968181,Be Safe!,984.702,0,1,1471269239,Be,_
3154882,3154882,do you even DOTA,984.702,0,1,1473084387,Dudez,_
3354117,3354117,Aggressive Gaming,984.702,0,1,1475586843,AG,_
4763249,4763249,Team Ready,984.702,0,1,1499252567,TR,_
5073491,5073491,DFQ,984.702,0,1,1543065662,DFQ,_
5259518,5259518,beco,984.702,0,1,1548614463,beco,_
5325652,5325652, Team Pubstar,984.702,1,2,1541844001,Pubstar,_
5408668,5408668,#ANTIMIX,984.702,1,2,1539439557,ANTIMIX,_
6590607,6590607,Red Banana,984.702,0,1,1544965785,_,_
6740740,6740740,ETERNITYQUEEN,984.702,1,2,1566654033,EQN,_
7201654,7201654,Hantu Dayak,984.702,0,1,1562418751,HD,_
7035847,7035847,NAKANO FAMILY,984.701,0,1,1555578699,NAKANO,_
7285015,7285015,Together Lead Squad,984.701,0,1,1564146866,Tole Squad,_
7066356,7066356,DEFENSE SIDE,984.698,0,1,1557064188,DE.SIDE,_
6164509,6164509,The Montrum,984.696,0,1,1553630304,MTM,_
7595750,7595750,Pyat_Yakorey,984.694,0,1,1577027119,CY,_
535590,535590,TheOldTeam,984.691,0,1,1441642821,TOT,_
803084,803084,Dawn.cn,984.68,0,1,1427808559,Dawn,_
1679697,1679697,slipknot standin. hyperx,984.679,0,1,1418934189,slpk,_
7847430,7847430,RdOg,984.676,0,1,1586101948,RdOg,_
2232120,2232120,Cappucino Gaming,984.675,1,2,1428241919,Cp,_
2309743,2309743,Cr@B PeOpLe 7,984.675,0,1,1468078679,CP7,_
6545758,6545758,Sea.Gaming.ID,984.675,0,1,1562414893,_,_
2541745,2541745,The X-Boy,984.673,0,1,1449582662,X-Boy,_
2786945,2786945,Random Gaming,984.673,0,1,1552133922,RDG,_
4759900,4759900,To Be Decided,984.673,0,1,1498995779,_,_
483024,483024,Specific,984.672,0,1,1416775091,Spc,_
6578788,6578788,1-877-LESSONS-4-KIDS,984.672,0,1,1544881865,_,_
5551666,5551666,Quantum Bellator,984.67,0,1,1540039919,Qb Fire,_
6323767,6323767,LELE KERAD ,984.67,0,1,1539147589,Lele,_
6573857,6573857,Creep Hunter,984.67,1,2,1562414280,Ch,_
2141593,2141593,LegendsOfDarknes,984.669,0,1,1480810769,LoD,_
2919891,2919891,Fly To Win,984.668,0,1,1467992961,FTW,_
1553126,1553126,FOREVER LOVE YOU-dota2,984.6669999999999,0,1,1400405676,F.L.Y,_
2496350,2496350,Stand~By~Me,984.6669999999999,0,1,1455955486,SBM,_
7819546,7819546,StackSOback,984.665,0,1,1586016070,St-S,_
758589,758589,GameAgents,984.663,0,1,1378754158,GA,_
2568070,2568070,_,984.663,0,1,1445119897,_,_
2217083,2217083,SIN TALENTO [COMM],984.659,1,2,1436045016,'[ccom],_
2373906,2373906,LGD-GAMING,984.6560000000001,0,1,1462966209,LGD,_
1905619,1905619,Wheel Whreck While Whistling,984.655,145,114,1539816453,Wheel,_
7817606,7817606,Diabolical Dogs,984.643,0,1,1585486989,DOGS,_
6298098,6298098,MICIN GAMING,984.64,0,1,1538745527,MI'CIN,_
4980859,4980859,Destroyer Stereotype,984.637,0,1,1528300900,DSter,_
2896816,2896816,NoXiOuS_GaMinG~,984.6360000000001,0,1,1467728837,HB,_
3715229,3715229,Menara Gaming Team,984.6360000000001,0,1,1486212334,MeGa,_
4277200,4277200,KONTOLOGY,984.635,0,1,1583524288,KONTOLOGY,_
2596350,2596350,4FAT,984.627,4,6,1448745317,4FAT,_
818732,818732,Paa,984.605,0,1,1397480713,Paa,_
2294126,2294126,Friendship_Gulag,984.6039999999999,0,1,1434337568,FG,_
5046131,5046131,VVIBU KOREA,984.6039999999999,1,2,1561206276,VVK,_
5047157,5047157,MASH,984.6039999999999,0,1,1506010264,MASH,_
5201842,5201842,Kontol,984.6030000000001,0,1,1548952400,_,_
1544907,1544907,No Perrito,984.597,0,1,1482019843,Doggie,_
5035956,5035956,.,984.5880000000001,2,3,1506224936,_,_
2011049,2011049,AK-47,984.585,0,1,1586090993,AK,_
6854700,6854700,Twenty Five Team,984.585,0,1,1552751551,TFT,_
258508,258508,its DC DC DC DC DC DC DC!,984.584,0,1,1373089344,its.DC,_
1524022,1524022,Snow_Pea,984.578,0,1,1400920386,SPA,_
1921824,1921824,Team Villagers,984.578,0,1,1431170395,VL,_
2628305,2628305,NGOPI JHOO!!,984.575,0,1,1451103168,NJ!!,_
3340857,3340857,Slave Dynasty,984.573,0,1,1498402941,Sl-D,_
1473413,1473413,Loli is Justice,984.56,0,1,1403093149,Lolicon,_
2898684,2898684,Team Solo Mid,984.559,0,1,1472940727,TSM,_
7574811,7574811,ProstoPlohoyDraft,984.555,1,2,1577016434,Team PPD,_
7300997,7300997,MI AVTAB0TI,984.554,0,1,1564920649,MARINKA,_
226602,226602,Degrad-Gaming,984.552,0,1,1380223155,Degrad,_
6823163,6823163,team,984.551,0,1,1563546101,_,_
2970441,2970441,BALAK 5 ,984.548,0,1,1470848127,1233,_
7428727,7428727,King Of Rage,984.546,1,2,1569944143,kor,_
2788413,2788413,_,984.525,8,11,1468901268,_,_
1453526,1453526,CH0RTTT,984.5239999999999,0,1,1396168394,CHORT,_
169005,169005,Jebaci I Toni,984.52,0,1,1428081922,JiT,_
476220,476220,BOKLUCI,984.5089999999999,0,1,1427045308,BKC,_
3264479,3264479,aboshamaleh,984.5089999999999,4,6,1484309820,AS,_
6516279,6516279,POWER RANGER,984.5,0,1,1543245999,PR,_
2816816,2816816,LGD-GAMING,984.487,2,3,1580929618,LGD,_
3341892,3341892,TRIGGERED,984.477,0,1,1476016614,TR,_
7155077,7155077,S.K.O.L-15anos,984.477,0,1,1559083623,_,_
790859,790859,SENSEI GAMING,984.4630000000001,0,1,1379358966,SENSEI,_
4284596,4284596,Baby Build House BEAST,984.434,0,1,1493910441,BBH.BEAST,_
1977496,1977496,InmuniC GaminG,984.419,0,1,1420852450,IGG,_
2034364,2034364,n0GAMESENSE,984.419,2,3,1428214486,NGS,_
2100450,2100450,Awake,984.416,0,1,1458644368,Awake,_
6236289,6236289,Summa than vanthom,984.405,0,1,1541259558,STV,_
1808834,1808834,KadalySaver,984.3939999999999,0,1,1446935464,KS,_
3707335,3707335,AW,984.38,0,1,1482444519,_,_
740704,740704,iNvasion.SINO,984.3689999999999,0,1,1372775875,iNvSINO,_
2795595,2795595,Federation CCCP,984.35,0,1,1583064240,CCCP,_
7301173,7301173,Dimunyu Duta,984.3489999999999,0,1,1564816341,_,_
1808703,1808703,Kunteynir Team ,984.3389999999999,0,1,1583672736,KT,_
3925533,3925533,OPENLAB,984.337,0,1,1511667135,OPENLAB,_
1662602,1662602,Arzamas Five,984.33,0,1,1408021791,A5,_
1477756,1477756,ViolentGaming.,984.324,0,1,1396958918,violent,_
7747549,7747549,5Random,984.321,0,1,1583063914,_,_
2734564,2734564,We Were Fauna,984.316,0,1,1455975294,WWF`,_
2888546,2888546,HiKaiXxX,984.312,1,2,1468241174,HiKaiXxX,_
6073972,6073972,NATUS  VINCERE,984.312,0,1,1549733485,NAVI,_
5128678,5128678,_,984.301,1,2,1553173141,_,_
1655665,1655665,AtraXeSports,984.296,1,2,1433442004,Atrax,_
4991668,4991668,Resonance E-sports,984.2860000000001,0,1,1509456280,RsnC,_
